,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,cotton_area,Corn_area,SORGHUM_ACRES,precipitation_cm_x,CO2,N2O
8578,COUNTY,NEBRASKA,31,CENTRAL,50,HALL,79,0,199601,1195,59.9,25884.59286,4409943.357
8581,COUNTY,GEORGIA,13,NORTH CENTRAL,20,LUMPKIN,187,0,501,0,128.7,68.73096418,28.45484309
8582,COUNTY,GEORGIA,13,NORTH CENTRAL,20,TOWNS,281,0,0,0,128.7,0.0,0.0
8583,COUNTY,GEORGIA,13,NORTHEAST,30,BANKS,11,0,199,0,128.7,27.3003231,4.650626292
8584,COUNTY,GEORGIA,13,NORTHEAST,30,HABERSHAM,137,0,184,0,128.7,25.2425098,3.994592893
8585,COUNTY,GEORGIA,13,NORTHEAST,30,HART,147,0,0,0,128.7,0.0,0.0
8587,COUNTY,KENTUCKY,21,CENTRAL,30,HART,99,0,2409,0,124.2,330.4848158,645.559698
8589,COUNTY,GEORGIA,13,NORTHEAST,30,OGLETHORPE,221,0,0,0,128.7,0.0,0.0
8590,COUNTY,GEORGIA,13,NORTHEAST,30,RABUN,241,0,57,0,128.7,7.819690535,0.436224847
8591,COUNTY,GEORGIA,13,NORTHEAST,30,STEPHENS,257,0,155,0,128.7,21.26407075,2.867492516
8594,COUNTY,OKLAHOMA,40,SOUTH CENTRAL,60,STEPHENS,137,0,0,0,92.7,0.0,0.0
8597,COUNTY,TEXAS,48,CROSS TIMBERS,30,STEPHENS,429,0,0,300,73.4,25.76572278,1.731440561
8600,COUNTY,GEORGIA,13,NORTHWEST,10,CHATTOOGA,55,0,497,0,128.7,68.18221397,28.00762192
8601,COUNTY,GEORGIA,13,NORTHWEST,10,DADE,83,0,58,0,128.7,7.956878089,0.450297499
8603,COUNTY,MISSOURI,29,SOUTHWEST,70,DADE,57,0,20188,286,107.1,2795.447182,45137.36515
8605,COUNTY,GEORGIA,13,NORTHWEST,10,MURRAY,213,0,748,0,128.7,102.6162898,62.93273281
8607,COUNTY,MINNESOTA,27,SOUTHWEST,70,MURRAY,101,0,168160,0,69.3,21720.80446,3130081.817
8609,COUNTY,GEORGIA,13,NORTHWEST,10,PAULDING,223,0,14,0,128.7,1.920625746,0.040512085
8611,COUNTY,OHIO,39,NORTHWEST,10,PAULDING,125,0,48387,0,99.3,6250.02715,259206.1547
8613,COUNTY,GEORGIA,13,NORTHWEST,10,WHITFIELD,313,0,325,0,128.7,44.58595481,12.127692
8614,COUNTY,GEORGIA,13,SOUTHEAST,90,CHARLTON,49,0,105,0,128.7,14.40469309,1.361411846
8615,COUNTY,GEORGIA,13,SOUTHEAST,90,CHATHAM,51,0,20,0,128.7,2.743751065,0.071156306
8617,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,CHATHAM,37,0,1523,297,127.9,235.8378417,259.8285079
8619,COUNTY,GEORGIA,13,SOUTHEAST,90,LONG,183,0,304,0,128.7,41.70501619,10.63745948
8620,COUNTY,GEORGIA,13,WEST CENTRAL,40,CLAYTON,63,0,0,0,128.7,0.0,0.0
8622,COUNTY,IOWA,19,NORTHEAST,30,CLAYTON,43,0,156476,0,86.4,20211.61156,2710242.214
8624,COUNTY,GEORGIA,13,WEST CENTRAL,40,COWETA,77,0,578,0,128.7,79.29440578,37.75417732
8625,COUNTY,GEORGIA,13,WEST CENTRAL,40,DOUGLAS,97,0,26,0,128.7,3.566876385,0.109769666
8634,COUNTY,KANSAS,20,EAST CENTRAL,80,DOUGLAS,45,0,37795,323,73.3,4909.626232,158158.5134
8643,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,DOUGLAS,41,0,116891,0,99.6,15098.51662,1512468.003
8652,COUNTY,MINNESOTA,27,WEST CENTRAL,40,DOUGLAS,41,0,63660,0,69.3,8222.802165,448636.9501
8661,COUNTY,NEBRASKA,31,EAST,60,DOUGLAS,55,0,35704,0,59.9,4611.795924,141143.3341
8670,COUNTY,OREGON,41,SOUTHWEST,70,DOUGLAS,19,0,0,0,69.5,0.0,0.0
8679,COUNTY,SOUTH DAKOTA,46,SOUTHEAST,90,DOUGLAS,43,0,77028,550,51.1,9996.750278,656822.5873
8688,COUNTY,WASHINGTON,53,EAST CENTRAL,50,DOUGLAS,17,0,401,0,97.6,51.79616193,18.33686575
8697,COUNTY,WISCONSIN,55,NORTHWEST,10,DOUGLAS,31,0,0,0,82.9,0.0,0.0
8706,COUNTY,GEORGIA,13,WEST CENTRAL,40,HARALSON,143,0,1696,0,128.7,232.6700903,320.6485958
8707,COUNTY,GEORGIA,13,WEST CENTRAL,40,HARRIS,145,0,59,0,128.7,8.094065642,0.464591516
8709,COUNTY,TEXAS,48,UPPER COAST,90,HARRIS,201,0,4913,0,73.4,634.5998592,2678.210175
8711,COUNTY,GEORGIA,13,WEST CENTRAL,40,HEARD,149,0,600,0,128.7,82.31253195,40.65219642
8712,COUNTY,GEORGIA,13,WEST CENTRAL,40,MERIWETHER,199,0,110,15,128.7,16.44927723,1.508939064
8713,COUNTY,GEORGIA,13,WEST CENTRAL,40,TALBOT,263,0,0,0,128.7,0.0,0.0
8715,COUNTY,MARYLAND,24,UPPER EASTERN SHORE,30,TALBOT,41,0,29753,1000,113.1,4172.317697,98029.39692
8717,COUNTY,GEORGIA,13,WEST CENTRAL,40,UPSON,293,0,0,0,128.7,0.0,0.0
8718,COUNTY,KANSAS,20,CENTRAL,50,RICE,159,0,46147,43035,73.3,9656.784914,263154.6739
8720,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,RICE,131,0,86122,0,69.3,11124.16224,821047.6827
8722,COUNTY,KANSAS,20,NORTH CENTRAL,40,ROOKS,163,18,12890,62872,73.3,7067.647004,76827.47662
8723,COUNTY,KANSAS,20,SOUTH CENTRAL,60,BARBER,7,8022,9459,7773,73.3,3168.314389,18230.05195
8724,COUNTY,KANSAS,20,SOUTH CENTRAL,60,EDWARDS,47,0,55709,23456,73.3,9210.327462,351728.1519
8727,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,EDWARDS,137,0,0,0,73.4,0.0,0.0
8730,COUNTY,ILLINOIS,17,SOUTHEAST,90,EDWARDS,47,0,43380,271,99.6,5626.560583,208344.7723
8733,COUNTY,KANSAS,20,SOUTH CENTRAL,60,HARPER,77,8316,3089,10087,73.3,2591.128864,10540.41729
8735,COUNTY,OKLAHOMA,40,PANHANDLE,10,HARPER,59,0,0,5197,92.7,446.3482043,405.5729072
8737,COUNTY,KANSAS,20,SOUTH CENTRAL,60,HARVEY,79,2000,73010,7206,73.3,10368.26628,591325.4869
8738,COUNTY,KANSAS,20,SOUTH CENTRAL,60,KINGMAN,95,4227,10726,10812,73.3,2987.948125,16548.49675
8739,COUNTY,KANSAS,20,SOUTH CENTRAL,60,KIOWA,97,3328,29583,24753,73.3,6477.667018,107257.7546
8742,COUNTY,OKLAHOMA,40,SOUTHWEST,30,KIOWA,75,31059,0,10516,92.7,5854.840375,112636.8349
8745,COUNTY,COLORADO,8,EAST CENTRAL,60,KIOWA,61,0,26280,61016,40.5,8634.926005,131501.0464
8748,COUNTY,KANSAS,20,SOUTH CENTRAL,60,PAWNEE,145,0,51765,52993,73.3,11237.69808,338170.6683
8751,COUNTY,OKLAHOMA,40,NORTHEAST,70,PAWNEE,117,0,0,1996,92.7,171.4279422,61.47777551
8754,COUNTY,NEBRASKA,31,SOUTHEAST,90,PAWNEE,133,0,68323,1368,59.9,8942.601849,516790.7455
8757,COUNTY,KANSAS,20,SOUTH CENTRAL,60,PRATT,151,17979,49738,26673,73.3,11581.71402,321617.5841
8758,COUNTY,KANSAS,20,SOUTH CENTRAL,60,RENO,155,1533,47187,31549,73.3,9049.038172,261514.1562
8759,COUNTY,KANSAS,20,SOUTH CENTRAL,60,SEDGWICK,173,1356,50331,20532,73.3,8480.718814,286911.7917
8761,COUNTY,COLORADO,8,NORTHEAST,20,SEDGWICK,115,0,58960,3211,40.5,7891.4941,384999.2382
8763,COUNTY,KANSAS,20,SOUTH CENTRAL,60,SUMNER,191,21360,60434,26379,73.3,13477.0642,467131.5177
8765,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,SUMNER,165,0,8486,0,137.6,1164.173577,7981.895904
8767,COUNTY,KANSAS,20,SOUTHEAST,90,COWLEY,35,8462,26296,5466,73.3,5215.117146,85265.25474
8768,COUNTY,KANSAS,20,SOUTHWEST,30,FORD,57,0,49151,105710,73.3,15427.69296,432508.4235
8770,COUNTY,ILLINOIS,17,EAST,50,FORD,53,0,126275,0,99.6,16310.62431,1765043.646
8772,COUNTY,KANSAS,20,SOUTHWEST,30,GRANT,67,302,81005,29501,73.3,13045.07468,739280.6594
8785,COUNTY,LOUISIANA,22,CENTRAL,50,GRANT,43,4457,1273,0,152.8,966.9095777,2471.789219
8798,COUNTY,NEW MEXICO,35,SOUTHWEST,70,GRANT,17,0,0,0,37.0,0.0,0.0
8811,COUNTY,OKLAHOMA,40,NORTH CENTRAL,40,GRANT,53,3512,5572,16658,92.7,2710.316125,8984.66501
8824,COUNTY,INDIANA,18,CENTRAL,50,GRANT,53,0,60570,0,106.0,8309.4501,406145.0309
8837,COUNTY,KENTUCKY,21,NORTHERN,40,GRANT,81,0,595,0,124.2,81.62659418,39.9841477
8850,COUNTY,MINNESOTA,27,WEST CENTRAL,40,GRANT,51,0,122615,0,69.3,15837.87131,1664213.905
8863,COUNTY,NORTH DAKOTA,38,SOUTH CENTRAL,80,GRANT,37,0,38674,0,45.2,4995.423358,165597.3832
8876,COUNTY,OREGON,41,SOUTHEAST,80,GRANT,23,0,0,0,69.5,0.0,0.0
8889,COUNTY,SOUTH DAKOTA,46,NORTHEAST,30,GRANT,51,0,103363,0,51.1,13351.13887,1182660.696
8902,COUNTY,WASHINGTON,53,EAST CENTRAL,50,GRANT,25,0,42765,0,97.6,5523.847543,202478.6304
8915,COUNTY,WEST VIRGINIA,54,EASTERN,60,GRANT,23,0,243,0,114.7,33.33657544,6.862322678
8928,COUNTY,WISCONSIN,55,SOUTHWEST,70,GRANT,43,0,132770,0,82.9,17149.56713,1951275.368
8941,COUNTY,KANSAS,20,SOUTHWEST,30,HASKELL,81,0,106807,53432,73.3,18385.03869,1304984.807
8944,COUNTY,OKLAHOMA,40,EAST CENTRAL,80,HASKELL,61,0,0,0,92.7,0.0,0.0
8947,COUNTY,TEXAS,48,SOUTHERN LOW PLAINS,22,HASKELL,207,85786,0,5767,73.4,14171.97043,847024.5189
8950,COUNTY,KANSAS,20,SOUTHWEST,30,MORTON,129,792,32877,45910,73.3,8315.920647,150920.6695
8952,COUNTY,NORTH DAKOTA,38,SOUTH CENTRAL,80,MORTON,59,0,43052,0,45.2,5560.918612,205205.0683
8954,COUNTY,KANSAS,20,SOUTHWEST,30,SEWARD,175,3282,66066,17887,73.3,10593.05923,489175.4526
8956,COUNTY,NEBRASKA,31,EAST,60,SEWARD,159,0,145119,3208,59.9,19020.17788,2331271.868
8958,COUNTY,KANSAS,20,SOUTHWEST,30,STEVENS,189,11792,128107,25052,73.3,20578.84057,1841931.465
8960,COUNTY,MINNESOTA,27,WEST CENTRAL,40,STEVENS,149,0,124239,0,69.3,16047.63931,1708587.691
8962,COUNTY,KANSAS,20,CENTRAL,50,BARTON,9,0,32632,55234,73.3,8958.806513,163000.7167
8964,COUNTY,MISSOURI,29,SOUTHWEST,70,BARTON,11,0,57781,218,107.1,7946.579675,369607.7448
8966,COUNTY,KANSAS,20,CENTRAL,50,DICKINSON,41,0,26309,25793,73.3,5613.518351,86498.3831
8969,COUNTY,IOWA,19,NORTHWEST,10,DICKINSON,59,0,86519,0,86.4,11175.44173,828634.2258
8972,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,DICKINSON,43,0,208,0,83.3,26.86683711,5.068153749
8975,COUNTY,KANSAS,20,CENTRAL,50,ELLIS,51,0,9733,62337,73.3,6611.046679,67928.84937
8978,COUNTY,OKLAHOMA,40,PANHANDLE,10,ELLIS,45,0,444,628,92.7,111.2866102,29.0806408
8981,COUNTY,TEXAS,48,BLACKLANDS,40,ELLIS,139,24348,65161,5191,73.4,12744.26185,538660.7478
8984,COUNTY,KANSAS,20,CENTRAL,50,ELLSWORTH,53,0,8704,24430,73.3,3222.462491,17237.54978
8985,COUNTY,KANSAS,20,CENTRAL,50,MCPHERSON,113,0,52503,20451,73.3,8538.129845,311373.8481
8988,COUNTY,NEBRASKA,31,NORTH,20,MCPHERSON,117,0,1741,0,59.9,224.8805933,337.8277909
8991,COUNTY,SOUTH DAKOTA,46,NORTH CENTRAL,20,MCPHERSON,89,0,64814,1200,51.1,8474.924335,465071.0405
8994,COUNTY,KANSAS,20,CENTRAL,50,RUSH,165,0,16076,58846,73.3,7130.528916,79808.8918
8996,COUNTY,INDIANA,18,CENTRAL,50,RUSH,139,0,90820,0,106.0,12459.37359,913061.422
8998,COUNTY,KANSAS,20,CENTRAL,50,SALINE,169,0,7267,25676,73.3,3143.862449,15618.44607
9002,COUNTY,MISSOURI,29,CENTRAL,50,SALINE,195,0,149649,0,107.1,20529.98016,2478915.995
9006,COUNTY,ILLINOIS,17,SOUTHEAST,90,SALINE,165,0,43643,0,99.6,5637.256596,210876.8733
9010,COUNTY,NEBRASKA,31,SOUTHEAST,90,SALINE,151,0,153803,1511,59.9,19996.12022,2618476.969
9014,COUNTY,KANSAS,20,EAST CENTRAL,80,ANDERSON,3,0,63543,2306,73.3,8405.742092,447071.1085
9019,COUNTY,SOUTH CAROLINA,45,NORTHWEST,10,ANDERSON,7,0,1268,424,126.4,212.3582216,181.5588263
9024,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,ANDERSON,1,0,54,0,137.6,7.408127876,0.395335081
9029,COUNTY,TEXAS,48,EAST TEXAS NORTH,51,ANDERSON,1,0,2416,0,73.4,312.0686464,649.3074084
9034,COUNTY,KENTUCKY,21,BLUEGRASS,50,ANDERSON,5,0,269,0,124.2,36.90345182,8.370676314
9039,COUNTY,KANSAS,20,EAST CENTRAL,80,CHASE,17,0,9877,345,73.3,1305.417841,10813.14139
9041,COUNTY,NEBRASKA,31,SOUTHWEST,70,CHASE,29,0,173747,3098,59.9,22708.53724,3341664.634
9043,COUNTY,KANSAS,20,EAST CENTRAL,80,COFFEY,31,0,32490,500,73.3,4239.594495,116884.4832
9044,COUNTY,KANSAS,20,EAST CENTRAL,80,GEARY,61,0,13376,366,73.3,1759.178476,19823.46946
9045,COUNTY,KANSAS,20,EAST CENTRAL,80,LINN,107,0,18701,556,73.3,2463.313631,38739.14703
9049,COUNTY,MISSOURI,29,NORTH CENTRAL,20,LINN,115,0,29965,0,107.1,4110.825033,99422.22317
9053,COUNTY,IOWA,19,EAST CENTRAL,60,LINN,113,0,144179,0,86.4,18623.23898,2301015.407
9057,COUNTY,OREGON,41,NORTHWEST,10,LINN,43,0,0,0,69.5,0.0,0.0
9061,COUNTY,KANSAS,20,EAST CENTRAL,80,LYON,111,0,37662,725,73.3,4926.973025,157054.307
9066,COUNTY,IOWA,19,NORTHWEST,10,LYON,119,0,168801,0,86.4,21803.60082,3153989.211
9071,COUNTY,KENTUCKY,21,PURCHASE,10,LYON,143,0,2551,0,124.2,349.9654483,723.7064624
9076,COUNTY,MINNESOTA,27,SOUTHWEST,70,LYON,83,0,177305,0,69.3,22902.04112,3479770.808
9081,COUNTY,NEVADA,32,NORTHWEST,10,LYON,19,0,0,0,24.1,0.0,0.0
9086,COUNTY,KANSAS,20,EAST CENTRAL,80,MIAMI,121,0,36083,0,73.3,4660.750401,144155.2124
9089,COUNTY,INDIANA,18,NORTH CENTRAL,20,MIAMI,103,0,63435,0,106.0,8702.49244,445471.5296
9092,COUNTY,OHIO,39,WEST CENTRAL,40,MIAMI,109,0,63913,0,99.3,8255.481539,452209.6749
9095,COUNTY,KANSAS,20,EAST CENTRAL,80,MORRIS,127,0,18871,4310,73.3,2807.687181,39720.95513
9097,COUNTY,NEW JERSEY,34,NORTH,20,MORRIS,27,0,669,0,119.6,91.77847313,50.43641353
9099,COUNTY,KANSAS,20,EAST CENTRAL,80,OSAGE,139,0,47667,1753,73.3,6307.584267,251598.2165
9102,COUNTY,MISSOURI,29,CENTRAL,50,OSAGE,151,0,10415,500,107.1,1474.096579,12022.49245
9105,COUNTY,OKLAHOMA,40,NORTHEAST,70,OSAGE,113,0,2414,938,92.7,392.371138,662.4808079
9108,COUNTY,KANSAS,20,EAST CENTRAL,80,SHAWNEE,177,0,33350,204,73.3,4325.256353,123149.2744
9109,COUNTY,KANSAS,20,EAST CENTRAL,80,WABAUNSEE,197,0,22056,255,73.3,2870.818938,53874.34424
9110,COUNTY,KANSAS,20,NORTH CENTRAL,40,CLOUD,29,0,33056,16543,73.3,5690.56826,125048.0788
9111,COUNTY,KANSAS,20,NORTH CENTRAL,40,JEWELL,89,0,56817,29738,73.3,9892.979271,370469.3413
9112,COUNTY,KANSAS,20,NORTH CENTRAL,40,OSBORNE,141,0,26451,35428,73.3,6459.369264,96045.77672
9113,COUNTY,KANSAS,20,NORTH CENTRAL,40,OTTAWA,143,0,20431,19301,73.3,4296.701627,51752.78665
9117,COUNTY,OKLAHOMA,40,NORTHEAST,70,OTTAWA,115,0,10198,1582,92.7,1453.121268,11563.65974
9121,COUNTY,MICHIGAN,26,SOUTHWEST,70,OTTAWA,139,0,41952,0,83.3,5418.834377,194854.2897
9125,COUNTY,OHIO,39,NORTH CENTRAL,20,OTTAWA,123,0,18229,0,99.3,2354.594104,36803.901
9129,COUNTY,KANSAS,20,NORTH CENTRAL,40,REPUBLIC,157,0,85679,7526,73.3,11713.31714,813469.2825
9130,COUNTY,KANSAS,20,NORTH CENTRAL,40,SMITH,183,0,70527,38471,73.3,12413.9057,572529.242
9134,COUNTY,MISSISSIPPI,28,SOUTH CENTRAL,80,SMITH,129,0,41,0,149.9,5.624689683,0.241168052
9138,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,SMITH,159,0,4461,0,137.6,611.9936751,2208.635581
9142,COUNTY,TEXAS,48,EAST TEXAS NORTH,51,SMITH,423,0,18,0,73.4,2.32501475,0.060056105
9146,COUNTY,KANSAS,20,NORTHEAST,70,ATCHISON,5,0,65795,0,73.3,8498.574748,479230.9582
9148,COUNTY,MISSOURI,29,NORTHWEST,10,ATCHISON,5,0,119842,0,107.1,16440.83076,1589794.657
9150,COUNTY,KANSAS,20,NORTHEAST,70,BROWN,13,0,111824,0,73.3,14444.02497,1384191.373
9159,COUNTY,TEXAS,48,CROSS TIMBERS,30,BROWN,49,1358,0,0,73.4,216.5028591,213.9288686
9168,COUNTY,ILLINOIS,17,WEST,30,BROWN,9,0,32742,0,99.6,4229.20183,118699.9106
9177,COUNTY,INDIANA,18,SOUTH CENTRAL,80,BROWN,13,0,604,0,106.0,82.86128216,41.19061997
9186,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,BROWN,15,0,150466,0,69.3,19435.31496,2506055.772
9195,COUNTY,NEBRASKA,31,NORTH,20,BROWN,17,0,26413,0,59.9,3411.70081,77252.76431
9204,COUNTY,OHIO,39,SOUTH CENTRAL,80,BROWN,15,0,21121,0,99.3,2728.146474,49403.47807
9213,COUNTY,SOUTH DAKOTA,46,NORTH CENTRAL,20,BROWN,13,0,319973,0,51.1,41330.10803,11332404.78
9222,COUNTY,WISCONSIN,55,EAST CENTRAL,60,BROWN,9,0,25663,0,82.9,3314.825196,72928.83009
9231,COUNTY,KANSAS,20,NORTHEAST,70,DONIPHAN,43,0,67187,0,73.3,8678.375889,499721.3699
9232,COUNTY,KANSAS,20,NORTHEAST,70,LEAVENWORTH,103,0,23212,0,73.3,2998.235687,59666.58927
9233,COUNTY,KANSAS,20,NORTHEAST,70,NEMAHA,131,0,106336,805,73.3,13804.29183,1251678.691
9235,COUNTY,NEBRASKA,31,SOUTHEAST,90,NEMAHA,127,0,102597,0,59.9,13252.19657,1165197.803
9237,COUNTY,KANSAS,20,NORTHEAST,70,POTTAWATOMIE,149,0,40926,1737,73.3,5435.492071,185488.1265
9239,COUNTY,OKLAHOMA,40,CENTRAL,50,POTTAWATOMIE,125,0,2052,0,92.7,265.0516815,468.8094397
9241,COUNTY,KANSAS,20,NORTHEAST,70,RILEY,161,0,16209,5765,73.3,2588.807088,29599.80862
9242,COUNTY,KANSAS,20,NORTHEAST,70,WYANDOTTE,209,0,3086,0,73.3,398.6108621,1058.221297
9243,COUNTY,KANSAS,20,NORTHWEST,10,CHEYENNE,23,0,60480,30428,73.3,10425.38094,418643.5696
9246,COUNTY,COLORADO,8,EAST CENTRAL,60,CHEYENNE,17,0,69591,48191,40.5,13127.81435,570456.1884
9249,COUNTY,NEBRASKA,31,NORTHWEST,10,CHEYENNE,33,0,51059,8309,59.9,7308.787308,289650.2973
9252,COUNTY,KANSAS,20,NORTHWEST,10,NORTON,137,0,113387,11332,73.3,15619.17098,1425064.569
9253,COUNTY,KANSAS,20,NORTHWEST,10,RAWLINS,153,0,86062,33042,73.3,13954.2489,836060.5953
9254,COUNTY,KANSAS,20,NORTHWEST,10,SHERIDAN,179,0,150093,15233,73.3,20695.43301,2497091.732
9258,COUNTY,MONTANA,30,NORTHEAST,30,SHERIDAN,91,0,1620,0,39.0,209.2513275,292.6526803
9262,COUNTY,NEBRASKA,31,NORTHWEST,10,SHERIDAN,161,0,51598,515,59.9,6709.015105,294749.8944
9266,COUNTY,NORTH DAKOTA,38,CENTRAL,50,SHERIDAN,83,0,27514,0,45.2,3553.914213,83825.86524
9270,COUNTY,KANSAS,20,NORTHWEST,10,SHERMAN,181,0,140580,28913,73.3,20641.57967,2199953.593
9273,COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,SHERMAN,421,40929,105588,24168,73.4,22239.44076,1435497.515
9276,COUNTY,NEBRASKA,31,CENTRAL,50,SHERMAN,163,0,78614,0,59.9,10154.37275,684141.2909
9279,COUNTY,KANSAS,20,SOUTH CENTRAL,60,COMANCHE,33,0,2359,26887,73.3,2613.916061,11323.72999
9282,COUNTY,OKLAHOMA,40,SOUTHWEST,30,COMANCHE,31,24829,0,184,92.7,3974.234117,70937.46807
9285,COUNTY,TEXAS,48,CROSS TIMBERS,30,COMANCHE,93,6050,1060,781,73.4,1168.532075,4353.747653
9288,COUNTY,KANSAS,20,SOUTH CENTRAL,60,STAFFORD,185,0,68859,25719,73.3,11103.23934,534696.7297
9290,COUNTY,VIRGINIA,51,NORTHERN,20,STAFFORD,179,0,2891,0,112.5,396.6092164,928.9570801
9292,COUNTY,KANSAS,20,SOUTHEAST,90,ALLEN,1,0,22714,0,73.3,2933.910279,57134.48422
9297,COUNTY,LOUISIANA,22,SOUTHWEST,70,ALLEN,3,0,0,0,152.8,0.0,0.0
9302,COUNTY,INDIANA,18,NORTHEAST,30,ALLEN,3,0,82869,0,106.0,11368.59535,760198.0758
9307,COUNTY,KENTUCKY,21,CENTRAL,30,ALLEN,3,0,4522,0,124.2,620.3621158,2269.367485
9312,COUNTY,OHIO,39,NORTHWEST,10,ALLEN,3,0,66840,0,99.3,8633.554771,494573.352
9317,COUNTY,KANSAS,20,SOUTHEAST,90,BOURBON,11,0,13888,258,73.3,1816.036569,21368.05345
9319,COUNTY,KENTUCKY,21,BLUEGRASS,50,BOURBON,17,0,4735,0,124.2,649.5830646,2487.891
9321,COUNTY,KANSAS,20,SOUTHEAST,90,CHAUTAUQUA,19,0,3457,0,73.3,446.5319995,1327.39653
9323,COUNTY,NEW YORK,36,SOUTHWEST,70,CHAUTAUQUA,13,0,14277,0,106.2,1958.626698,22579.90507
9325,COUNTY,KANSAS,20,SOUTHEAST,90,ELK,49,0,6157,472,73.3,835.8222824,4208.021991
9327,COUNTY,PENNSYLVANIA,42,NORTH CENTRAL,20,ELK,47,0,732,0,108.9,100.421289,60.29026475
9329,COUNTY,KANSAS,20,SOUTHEAST,90,GREENWOOD,73,0,6869,1026,73.3,975.370234,5248.497084
9331,COUNTY,SOUTH CAROLINA,45,WEST CENTRAL,40,GREENWOOD,47,0,64,0,126.4,8.780003408,0.539382076
9333,COUNTY,KANSAS,20,SOUTHEAST,90,LABETTE,99,0,53655,787,73.3,6998.073546,318721.6108
9334,COUNTY,KANSAS,20,SOUTHEAST,90,NEOSHO,133,0,46021,0,73.3,5944.416878,234479.9005
9335,COUNTY,KANSAS,20,SOUTHEAST,90,WILSON,205,0,43438,443,73.3,5648.824645,208904.2293
9339,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,WILSON,195,8525,14237,417,127.9,3418.402046,30825.58148
9343,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,WILSON,189,0,1420,0,137.6,194.8063256,225.088892
9347,COUNTY,TEXAS,48,SOUTH CENTRAL,81,WILSON,493,2972,7000,6379,73.4,1925.856772,7061.822794
9351,COUNTY,KANSAS,20,SOUTHEAST,90,WOODSON,207,0,25269,1078,73.3,3356.518037,70725.81057
9352,COUNTY,KANSAS,20,SOUTHWEST,30,FINNEY,55,0,137438,110840,73.3,27272.09667,2272343.406
9353,COUNTY,KANSAS,20,SOUTHWEST,30,GRAY,69,0,84825,84235,73.3,18191.21754,901332.4526
9355,COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,GRAY,179,28185,5117,3743,73.4,5475.890967,94520.57267
9357,COUNTY,KANSAS,20,SOUTHWEST,30,HODGEMAN,83,0,19179,44166,73.3,6270.532924,69584.78399
9358,COUNTY,KANSAS,20,SOUTHWEST,30,KEARNY,93,0,46449,59283,73.3,11091.26504,290806.1341
9359,COUNTY,KANSAS,20,SOUTHWEST,30,MEADE,119,0,73664,32565,73.3,12311.8629,616398.8027
9362,COUNTY,KENTUCKY,21,CENTRAL,30,MEADE,163,0,16047,0,124.2,2201.448667,28522.99877
9365,COUNTY,SOUTH DAKOTA,46,WEST CENTRAL,40,MEADE,93,0,2762,3686,51.1,673.3354438,1053.531103
9368,COUNTY,KANSAS,20,SOUTHWEST,30,STANTON,187,0,83815,40758,73.3,14326.70394,802222.5553
9370,COUNTY,NEBRASKA,31,NORTHEAST,30,STANTON,167,0,89442,0,59.9,11552.99829,885565.924
9372,COUNTY,KANSAS,20,WEST CENTRAL,20,GOVE,63,0,95818,29514,73.3,14911.40199,1029209.353
9373,COUNTY,KANSAS,20,WEST CENTRAL,20,GREELEY,71,0,54264,68989,73.3,12934.31596,396318.2126
9375,COUNTY,NEBRASKA,31,CENTRAL,50,GREELEY,77,0,74757,0,59.9,9656.173759,618661.6628
9377,COUNTY,KANSAS,20,WEST CENTRAL,20,LANE,101,0,20061,56904,73.3,7478.471236,92433.24824
9379,COUNTY,OREGON,41,NORTHWEST,10,LANE,39,0,0,0,69.5,0.0,0.0
9381,COUNTY,KANSAS,20,WEST CENTRAL,20,NESS,135,0,17586,73927,73.3,8620.814704,115007.1707
9382,COUNTY,KANSAS,20,WEST CENTRAL,20,SCOTT,171,0,80605,69526,73.3,16382.83736,790660.9418
9392,COUNTY,MISSISSIPPI,28,CENTRAL,50,SCOTT,123,960,1099,0,149.9,311.5190075,242.4463708
9402,COUNTY,MISSOURI,29,SOUTHEAST,90,SCOTT,201,6311,57508,280,107.1,8971.506267,370713.3976
9412,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,SCOTT,151,0,50,0,137.6,6.859377663,0.343914502
9422,COUNTY,VIRGINIA,51,SOUTHWESTERN,70,SCOTT,169,0,281,0,112.5,38.54970246,9.117310747
9432,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,SCOTT,171,0,60497,0,99.6,7814.245407,405166.733
9442,COUNTY,INDIANA,18,SOUTHEAST,90,SCOTT,143,0,16700,0,106.0,2291.032139,30890.68779
9452,COUNTY,IOWA,19,EAST CENTRAL,60,SCOTT,163,0,110792,0,86.4,14310.72412,1358761.822
