Program,Year,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2017,COUNTY,OKLAHOMA,40,NORTH CENTRAL,40,GRANT,53,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,OKLAHOMA,40,NORTH CENTRAL,40,KAY,71,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"12,800",51.3
CENSUS,2017,COUNTY,OKLAHOMA,40,NORTH CENTRAL,40,NOBLE,103,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,OKLAHOMA,40,NORTH CENTRAL,40,WOODS,151,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,OKLAHOMA,40,NORTHEAST,70,CRAIG,35,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,OKLAHOMA,40,NORTHEAST,70,MAYES,97,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,OKLAHOMA,40,NORTHEAST,70,WAGONER,145,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"57,600",51.3
CENSUS,2017,COUNTY,OKLAHOMA,40,PANHANDLE,10,CIMARRON,25,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,OKLAHOMA,40,PANHANDLE,10,TEXAS,139,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,OKLAHOMA,40,SOUTHWEST,30,GREER,55,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,OKLAHOMA,40,SOUTHWEST,30,JACKSON,65,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,OKLAHOMA,40,SOUTHWEST,30,KIOWA,75,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,37,810",51.3
CENSUS,2017,COUNTY,OKLAHOMA,40,SOUTHWEST,30,TILLMAN,141,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,OKLAHOMA,40,WEST CENTRAL,20,DEWEY,43,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,OREGON,41,NORTH CENTRAL,20,GILLIAM,21,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"28,021",38.6
CENSUS,2017,COUNTY,OREGON,41,NORTH CENTRAL,20,MORROW,49,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"81,713",38.6
CENSUS,2017,COUNTY,OREGON,41,NORTH CENTRAL,20,SHERMAN,55,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"2,22,181",38.6
CENSUS,2017,COUNTY,OREGON,41,NORTH CENTRAL,20,WASCO,65,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"34,432",38.6
CENSUS,2017,COUNTY,OREGON,41,NORTHEAST,30,BAKER,1,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"55,320",38.6
CENSUS,2017,COUNTY,OREGON,41,NORTHEAST,30,UMATILLA,59,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,08,123",38.6
CENSUS,2017,COUNTY,OREGON,41,NORTHEAST,30,UNION,61,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"2,09,320",38.6
CENSUS,2017,COUNTY,OREGON,41,NORTHEAST,30,WALLOWA,63,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"85,886",38.6
CENSUS,2017,COUNTY,OREGON,41,NORTHWEST,10,BENTON,3,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,645,38.6
CENSUS,2017,COUNTY,OREGON,41,NORTHWEST,10,CLACKAMAS,5,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"2,863",38.6
CENSUS,2017,COUNTY,OREGON,41,NORTHWEST,10,LINN,43,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,OREGON,41,NORTHWEST,10,MARION,47,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"12,738",38.6
CENSUS,2017,COUNTY,OREGON,41,NORTHWEST,10,POLK,53,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"45,619",38.6
CENSUS,2017,COUNTY,OREGON,41,NORTHWEST,10,WASHINGTON,67,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"49,781",38.6
CENSUS,2017,COUNTY,OREGON,41,NORTHWEST,10,YAMHILL,71,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"5,185",38.6
CENSUS,2017,COUNTY,OREGON,41,SOUTHEAST,80,DESCHUTES,17,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,OREGON,41,SOUTHEAST,80,GRANT,23,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,OREGON,41,SOUTHEAST,80,JEFFERSON,31,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,OREGON,41,SOUTHEAST,80,KLAMATH,35,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"11,69,961",38.6
CENSUS,2017,COUNTY,OREGON,41,SOUTHEAST,80,LAKE,37,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,OREGON,41,SOUTHEAST,80,MALHEUR,45,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"25,077",38.6
CENSUS,2017,COUNTY,OREGON,41,SOUTHWEST,70,DOUGLAS,19,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,600,38.6
CENSUS,2017,COUNTY,OREGON,41,SOUTHWEST,70,JACKSON,29,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,PENNSYLVANIA,42,CENTRAL,50,BLAIR,13,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"35,964",22.2
CENSUS,2017,COUNTY,PENNSYLVANIA,42,CENTRAL,50,CAMBRIA,21,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"13,186",22.2
CENSUS,2017,COUNTY,PENNSYLVANIA,42,CENTRAL,50,CENTRE,27,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"16,082",22.2
CENSUS,2017,COUNTY,PENNSYLVANIA,42,CENTRAL,50,CLEARFIELD,33,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,PENNSYLVANIA,42,CENTRAL,50,COLUMBIA,37,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,PENNSYLVANIA,42,CENTRAL,50,DAUPHIN,43,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"46,444",22.2
CENSUS,2017,COUNTY,PENNSYLVANIA,42,CENTRAL,50,HUNTINGDON,61,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"19,135",22.2
CENSUS,2017,COUNTY,PENNSYLVANIA,42,CENTRAL,50,JUNIATA,67,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"19,980",22.2
CENSUS,2017,COUNTY,PENNSYLVANIA,42,CENTRAL,50,MIFFLIN,87,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"30,772",22.2
CENSUS,2017,COUNTY,PENNSYLVANIA,42,CENTRAL,50,MONTOUR,93,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"12,300",22.2
CENSUS,2017,COUNTY,PENNSYLVANIA,42,CENTRAL,50,NORTHUMBERLAND,97,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,63,827",22.2
CENSUS,2017,COUNTY,PENNSYLVANIA,42,CENTRAL,50,PERRY,99,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,16,654",22.2
CENSUS,2017,COUNTY,PENNSYLVANIA,42,CENTRAL,50,SNYDER,109,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"64,795",22.2
CENSUS,2017,COUNTY,PENNSYLVANIA,42,CENTRAL,50,UNION,119,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"24,454",22.2
CENSUS,2017,COUNTY,PENNSYLVANIA,42,EAST CENTRAL,60,CARBON,25,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,PENNSYLVANIA,42,EAST CENTRAL,60,LEHIGH,77,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"36,891",22.2
CENSUS,2017,COUNTY,PENNSYLVANIA,42,EAST CENTRAL,60,NORTHAMPTON,95,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"15,043",22.2
CENSUS,2017,COUNTY,PENNSYLVANIA,42,EAST CENTRAL,60,SCHUYLKILL,107,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"48,342",22.2
CENSUS,2017,COUNTY,PENNSYLVANIA,42,NORTH CENTRAL,20,BRADFORD,15,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,800",22.2
CENSUS,2017,COUNTY,PENNSYLVANIA,42,NORTH CENTRAL,20,CAMERON,23,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,PENNSYLVANIA,42,NORTH CENTRAL,20,CLINTON,35,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,PENNSYLVANIA,42,NORTH CENTRAL,20,ELK,47,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,PENNSYLVANIA,42,NORTH CENTRAL,20,LYCOMING,81,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"5,785",22.2
CENSUS,2017,COUNTY,PENNSYLVANIA,42,NORTH CENTRAL,20,POTTER,105,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"4,700",22.2
CENSUS,2017,COUNTY,PENNSYLVANIA,42,NORTH CENTRAL,20,TIOGA,117,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"21,648",22.2
CENSUS,2017,COUNTY,PENNSYLVANIA,42,NORTHWESTERN,10,CRAWFORD,39,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"4,224",22.2
CENSUS,2017,COUNTY,PENNSYLVANIA,42,NORTHWESTERN,10,ERIE,49,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,PENNSYLVANIA,42,NORTHWESTERN,10,MERCER,85,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"4,033",22.2
CENSUS,2017,COUNTY,PENNSYLVANIA,42,NORTHWESTERN,10,VENANGO,121,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,PENNSYLVANIA,42,SOUTH CENTRAL,80,ADAMS,1,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"66,941",22.2
CENSUS,2017,COUNTY,PENNSYLVANIA,42,SOUTH CENTRAL,80,BEDFORD,9,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"99,693",22.2
CENSUS,2017,COUNTY,PENNSYLVANIA,42,SOUTH CENTRAL,80,CUMBERLAND,41,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"2,22,262",22.2
CENSUS,2017,COUNTY,PENNSYLVANIA,42,SOUTH CENTRAL,80,FRANKLIN,55,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"4,91,800",22.2
CENSUS,2017,COUNTY,PENNSYLVANIA,42,SOUTH CENTRAL,80,FULTON,57,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"54,194",22.2
CENSUS,2017,COUNTY,PENNSYLVANIA,42,SOUTH CENTRAL,80,YORK,133,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"3,70,774",22.2
CENSUS,2017,COUNTY,PENNSYLVANIA,42,SOUTHEASTERN,90,BERKS,11,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"2,05,413",22.2
CENSUS,2017,COUNTY,PENNSYLVANIA,42,SOUTHEASTERN,90,BUCKS,17,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"11,454",22.2
CENSUS,2017,COUNTY,PENNSYLVANIA,42,SOUTHEASTERN,90,CHESTER,29,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"79,044",22.2
CENSUS,2017,COUNTY,PENNSYLVANIA,42,SOUTHEASTERN,90,LANCASTER,71,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"4,55,767",22.2
CENSUS,2017,COUNTY,PENNSYLVANIA,42,SOUTHEASTERN,90,LEBANON,75,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,59,053",22.2
CENSUS,2017,COUNTY,PENNSYLVANIA,42,SOUTHEASTERN,90,MONTGOMERY,91,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,PENNSYLVANIA,42,SOUTHWESTERN,70,FAYETTE,51,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"2,333",22.2
CENSUS,2017,COUNTY,PENNSYLVANIA,42,SOUTHWESTERN,70,GREENE,59,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,PENNSYLVANIA,42,SOUTHWESTERN,70,SOMERSET,111,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"15,660",22.2
CENSUS,2017,COUNTY,PENNSYLVANIA,42,SOUTHWESTERN,70,WASHINGTON,125,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,725,22.2
CENSUS,2017,COUNTY,PENNSYLVANIA,42,SOUTHWESTERN,70,WESTMORELAND,129,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"25,310",22.2
CENSUS,2017,COUNTY,PENNSYLVANIA,42,WEST CENTRAL,40,ARMSTRONG,5,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"28,418",22.2
CENSUS,2017,COUNTY,PENNSYLVANIA,42,WEST CENTRAL,40,BEAVER,7,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"3,865",22.2
CENSUS,2017,COUNTY,PENNSYLVANIA,42,WEST CENTRAL,40,BUTLER,19,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"5,970",22.2
CENSUS,2017,COUNTY,PENNSYLVANIA,42,WEST CENTRAL,40,CLARION,31,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"2,080",22.2
CENSUS,2017,COUNTY,PENNSYLVANIA,42,WEST CENTRAL,40,INDIANA,63,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,PENNSYLVANIA,42,WEST CENTRAL,40,JEFFERSON,65,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"13,205",22.2
CENSUS,2017,COUNTY,PENNSYLVANIA,42,WEST CENTRAL,40,LAWRENCE,73,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,500,22.2
CENSUS,2017,COUNTY,SOUTH CAROLINA,45,EASTERN,30,HORRY,51,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,SOUTH CAROLINA,45,NORTHWEST,10,ANDERSON,7,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,SOUTH CAROLINA,45,NORTHWEST,10,GREENVILLE,45,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,SOUTH CAROLINA,45,NORTHWEST,10,OCONEE,73,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,SOUTH CAROLINA,45,WEST CENTRAL,40,MCCORMICK,65,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,SOUTH CAROLINA,45,WEST CENTRAL,40,NEWBERRY,71,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,SOUTH DAKOTA,46,CENTRAL,50,AURORA,3,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,SOUTH DAKOTA,46,CENTRAL,50,HAND,59,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,SOUTH DAKOTA,46,NORTH CENTRAL,20,BROWN,13,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,SOUTH DAKOTA,46,NORTH CENTRAL,20,EDMUNDS,45,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,SOUTH DAKOTA,46,NORTH CENTRAL,20,MCPHERSON,89,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"62,164",60.9
CENSUS,2017,COUNTY,SOUTH DAKOTA,46,NORTH CENTRAL,20,SPINK,115,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"49,011",60.9
CENSUS,2017,COUNTY,SOUTH DAKOTA,46,NORTH CENTRAL,20,WALWORTH,129,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,SOUTH DAKOTA,46,NORTHEAST,30,MARSHALL,91,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,SOUTH DAKOTA,46,NORTHEAST,30,ROBERTS,109,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"37,412",60.9
CENSUS,2017,COUNTY,SOUTH DAKOTA,46,NORTHWEST,10,BUTTE,19,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,SOUTH DAKOTA,46,NORTHWEST,10,CORSON,31,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,SOUTH DAKOTA,46,NORTHWEST,10,DEWEY,41,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,SOUTH DAKOTA,46,NORTHWEST,10,HARDING,63,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"24,084",60.9
CENSUS,2017,COUNTY,SOUTH DAKOTA,46,NORTHWEST,10,PERKINS,105,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"59,166",60.9
CENSUS,2017,COUNTY,SOUTH DAKOTA,46,SOUTH CENTRAL,80,JONES,75,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,00,000",60.9
CENSUS,2017,COUNTY,SOUTH DAKOTA,46,SOUTHEAST,90,CHARLES MIX,23,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"4,800",60.9
CENSUS,2017,COUNTY,SOUTH DAKOTA,46,WEST CENTRAL,40,HAAKON,55,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"94,620",60.9
CENSUS,2017,COUNTY,SOUTH DAKOTA,46,WEST CENTRAL,40,LAWRENCE,81,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,SOUTH DAKOTA,46,WEST CENTRAL,40,MEADE,93,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"28,913",60.9
CENSUS,2017,COUNTY,SOUTH DAKOTA,46,WEST CENTRAL,40,STANLEY,117,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,LINCOLN,103,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,RUTHERFORD,149,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,SUMNER,165,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,GRUNDY,61,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,MONROE,123,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,WASHINGTON,179,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,900,2.2
CENSUS,2017,COUNTY,TENNESSEE,47,WEST TENNESSEE,20,HENRY,79,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,TENNESSEE,47,WEST TENNESSEE,20,WEAKLEY,183,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,TENNESSEE,47,WESTERN RIM,30,ROBERTSON,147,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,TEXAS,48,BLACKLANDS,40,COOKE,97,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,TEXAS,48,BLACKLANDS,40,DENTON,121,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,TEXAS,48,BLACKLANDS,40,HILL,217,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,TEXAS,48,CROSS TIMBERS,30,MONTAGUE,337,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
